"space_id","type","subtype","location","url","description","google_maps_id","closed_for_construction","name","firestoreId","longitude","latitude","amenities","archived","equipment","details"
"park-almeda-playground","park","","460 Beach 66 Street","http://www.nycgovparks.org/parks/Q443/","An engaging public park in Queens featuring basketball courts, a colorful playground, and a spray shower for kids to enjoy during warm summer months.","","","Almeda Playground","oz5kSdjXcrPptF5kvCx3","-73.794684","40.593544","","","",""
"misc-south-cove","misc","","Battery Park City","https://bpca.ny.gov/place/south-cove/","South Cove in Battery Park City is a tranquil waterfront oasis that blends natural beauty with art and architecture. This unique space features winding wooden boardwalks, lush plantings, and rocky embankments that extend into the Hudson River, creating a sense of immersion in nature. Visitors can stroll along the pathways, enjoy the gentle sound of the water, and take in panoramic views of the river and New York Harbor. ","","","South Cove","p2EOlajdj42RPrA6E3ut","-74.018152","40.707324","[""drinking_fountain"",""seating"",""tables"",""art""]","","","[""accessible"",""trees"",""grass"",""planters"",""scenic_views""]"
"stp-111-berriman-street","stp","","111 Berriman Street","","The schoolyard at P.S. 345 Patrolman Robert Bolden which is open to the public outside of school hours.","","","P.S. 345 Patrolman Robert Bolden","p4FXdSGDQIrKwinZG59G","-73.879941","40.676213","","","",""
"misc-pier-62","misc","Hudson River Park","Hudson River Park","https://hudsonriverpark.org/locations/pier-62/","A public space along the Hudson River in NYC, providing beautiful views of the river and city skyline.","","","Pier 62","p4eXJQeyeERs0ZF6J79h","-74.010208","40.74873","","","",""
"park-spuyten-duyvil-playground","park","","660 W 235 Street","http://www.nycgovparks.org/parks/X171/","A vibrant community park in the Bronx, adjacent to PS 24.","","","Spuyten Duyvil Playground","p6rP4kjn5aZQxLQgK99p","-73.916086","40.887119","","","",""
"park-herbal-garden","park","","285 Schenck Ave","http://www.nycgovparks.org/parks/B475/","A serene and aromatic oasis located in Brooklyn, offering a range of medicinal and culinary herbs for visitors to explore and learn about.","","","Herbal Garden","p9Z0W7sDpXVFPRvPAALi","-73.888503","40.674077","","","",""
"park-life-spire-garden","park","","2015 Lexington Avenue","http://www.nycgovparks.org/parks/M346/","A small, narrow garden adjacent to Ronald McNair Playground, featuring tables, a paved walkway and seating for people to and relax.","","","Life Spire Garden","pAazCKCn1mrX6Wr3SkBk","-73.938449","40.802581","","","",""
"stp-39-20-48th-avenue","stp","","39-20 48th Avenue","","The schoolyard at P.S. 199 Maurice A. Fitzgerald which is open to the public outside of school hours.","","","P.S. 199 Maurice A. Fitzgerald","pBDbCnYBb33uHUdBgI5I","-73.925567","40.739669","","","",""
"park-charlies-place","park","","175 Ellery Street","http://www.nycgovparks.org/parks/B302/","A green urban oasis located at 175 Ellery Street, offering a peaceful retreat in the city.","","","Charlie's Place","pBeY0vodb05sWNqDk78p","-73.945978","40.69914","","","",""
"park-gregorys-garden","park","","444-448 Warwick St","http://www.nycgovparks.org/parks/B484/","A peaceful garden nestled in a vibrant neighborhood, offering a quiet retreat from the city bustle.","","","Gregory's Garden","pBvG08HCQbFLcvo2bmcv","-73.885927","40.672628","","","",""
"park-david-j-oconnell-square","park","","","http://www.nycgovparks.org/parks/Q203/","A lively public square nestled in the heart of Harlem, attracting community events and gatherings.","","","David J O'Connell Square","pCgj4YKxvR9oI64w8Btf","-73.820604","40.676567","","","",""
"park-de-matti-park","park","","","http://www.nycgovparks.org/parks/R035/","A serene park located in the midst of an urban neighborhood, providing a tranquil setting with leafy trees, seating areas, and colorful gardens.","","","De Matti Park","pFb8m77IHrDOSTaz5055","-74.074185","40.614533","","","",""
"park-big-bush-playground","park","","45-25 63 Street","http://www.nycgovparks.org/parks/Q205A/","A community park in Queens with a playground, sports courts, and open green areas near Flushing Meadows Corona Park.","","","Big Bush Playground","pFw2Q8IwxucnlDqlGClT","-73.902628","40.739608","","","",""
"park-bill-brown-playground","park","","2401 Avenue Y","http://www.nycgovparks.org/parks/B109/","A vibrant playground located in Brooklyn, offering a variety of modern play equipment and open green spaces for families and children to enjoy.","","","Bill Brown Playground","pH5dUEOuh46IOxbCoUwB","-73.945661","40.592166","","","",""
"park-carlton-park","park","","","http://www.nycgovparks.org/parks/R152/","A small nature area in Staten Island.","","","Carlton Park","pIX8nGyuQ6u4vJeRPSuZ","-74.184472","40.551915","","","",""
"park-harvard-playground","park","","90-73 179 Place","http://www.nycgovparks.org/parks/Q120/","A dynamic recreation area in Queens.","","","Harvard Playground","pJQamJmDbUOcnbWZa8Jx","-73.78156","40.70912","","","",""
"park-grady-playground","park","","2801 Brighton 3 Street","http://www.nycgovparks.org/parks/B275/","A playground located in Brooklyn, near the coast, offering various recreational amenities for both children and adults in a bustling urban setting.","","","Grady Playground","pJksRRD4vpSsZfDIyk9y","-73.964712","40.583053","","","",""
"pops-fairmont","pops","","300 East 75 Street","https://apops.mas.org/pops/M080025","A lively outdoor gathering space situated in the bustling neighborhood of Manhattan's Upper West Side, offering a mix of shops, cafes, and relaxing seating options for visitors and residents alike.","","","Fairmont","pK9BFkGU07kC66fh2eVt","-73.956691","40.770262","","","",""
"pops-symphony-house","pops","","1755 Broadway","https://apops.mas.org/pops/M050084","A public space in the heart of Manhattan's cultural district, near Lincoln Center and Central Park, offering vibrant performances and events year-round.","","","Symphony House","pKD97CCoKxLSw4TGbplb","-73.982553","40.765974","","","",""
"park-poseidon-playground","park","","3001 West 27 Street","http://www.nycgovparks.org/parks/B169B/","A waterfront playground in Brooklyn near Coney Island, designed with maritime-themed sculptures and nautical play structures for children.","","","Poseidon Playground","pKEg0DwSIlbrwRG6utA7","-73.992083","40.57245","","","",""
"park-city-island-wetlands","park","","","http://www.nycgovparks.org/parks/X279/","A serene wetland sanctuary nestled in the lively neighborhood of City Island, providing a tranquil retreat with beautiful landscapes and a variety of wildlife.","","","City Island Wetlands","pKWOTEC5gClTjXZAmdeg","-73.791819","40.847874","","","",""
"park-mary-oconnor-playground","park","","327 East 42 Street","http://www.nycgovparks.org/parks/M203D/","A vibrant playground located in the heart of Midtown, offering a variety of recreational activities for children and families to enjoy.","","","Mary O'Connor Playground","pKWX7sg7MdOi46GkYDMT","-73.970793","40.749546","[""playground"",""seating""]","","","[""trees""]"
"stp-1535-story-av","stp","","1535 Story Av","","The schoolyard at P.S. 093 Albert G. Oliver which is open to the public outside of school hours.","","","P.S. 093 Albert G. Oliver","pLK7tcXJTCqdJYrlAmyG","-73.877343","40.822989","","","",""
"park-challenge-playground","park","","61-25 Little Neck Parkway","http://www.nycgovparks.org/parks/Q346/","A lively playground located in a residential neighborhood in New York City, providing a dynamic environment for children and families to enjoy play and recreation.","","","Challenge Playground","pNxaAylSby1X6KFEYPPe","-73.727964","40.756623","","","",""
"park-alley-athletic-playground","park","","","http://www.nycgovparks.org/parks/Q001A/","A vibrant urban oasis in the heart of Chelsea, this unique public space features street art, basketball courts, and a workout area, attracting fitness enthusiasts and artists.","","","Alley Athletic Playground","pOMBbd3t8IAEe1Mbe7O5","-73.736105","40.739682","","","",""
"park-samuel-h-young-park","park","","","http://www.nycgovparks.org/parks/X101A/","A green oasis in the heart of the Financial District, this triangular park provides a peaceful escape with its benches and lush surroundings.","","","Samuel H. Young Park","pQfoyLFm3OhsmaqV99rE","-73.838758","40.841647","","","",""
"park-skyline-park","park","","","http://www.nycgovparks.org/parks/R123/","An elevated, postage stamp-sized oasis in Staten Island, offering panoramic views of the Manhattan skyline, green walkways, and a sleek children's playground.","","","Skyline Park","pSLssJ2PqCWaEOJQGCwe","-74.08969","40.639452","","","",""
"park-greenpoint-public-park","park","","143 India Street","","A lively public park nestled in the Greenpoint neighborhood, providing breathtaking views of the Manhattan skyline and situated alongside a bustling waterfront promenade.","","","Greenpoint Public Park","pSydzszWYpGjNxAeBO7X","-73.962523","40.731931","","","",""
"pops-clinton-green","pops","","501 West 52 Street","https://apops.mas.org/pops/M040013","A peaceful community garden nestled in the Hell's Kitchen neighborhood of New York City, offering a tranquil escape from the city life for all who visit.","","","Clinton Green","pTjGQLwGImVd1csW1DCJ","-73.991004","40.766241","","","",""
"park-zimmerman-playground","park","","650 Britton Street","http://www.nycgovparks.org/parks/X087/","A popular public park featuring a vibrant playground and basketball courts, located in the East Village neighborhood of New York City.","","","Zimmerman Playground","pVm1xXL8sJBdBNoqgVi7","-73.868739","40.866161","","","",""
"park-henry-m-jackson-playground","park","","1 Jackson Street","http://www.nycgovparks.org/parks/M228/","A lively public space in the Upper West Side of Manhattan, featuring playgrounds, basketball courts, and a peaceful atmosphere for local residents near Morningside Park.","","","Henry M. Jackson Playground","pVxYearIW94O75HZ7s1v","-73.981505","40.713972","","","",""
"pops-wall-street-plaza","pops","","88 Pine Street","https://apops.mas.org/pops/M010010","A lively public space located in the Financial District of Manhattan, offering a vibrant atmosphere for both locals and tourists with iconic skyscrapers as a backdrop.","","","Wall Street Plaza","pXRhf40blXNqdeYsIKra","-74.006168","40.705662","","","",""
"park-idlewild-park","park","","230-11 Rockaway Boulevard","http://www.nycgovparks.org/parks/Q392/","A peaceful park featuring playgrounds, sports fields, and walking paths, nestled in a serene setting in Central Harlem.","","","Idlewild Park","pXYShWvoL8FFWUTmRoc9","-73.75229","40.650428","","","",""
"park-private-william-gray-playground","park","","32-38 98 Street","http://www.nycgovparks.org/parks/Q439/","A neighborhood playground in Queens, located at 32-38 98 Street, offering a variety of play equipment, basketball courts, and seating areas for relaxation under the shade of lush trees.","","","Private William Gray Playground","pZTfpNdsHeTu7s5Chmox","-73.870836","40.757875","","","",""
"park-tompkinsville-park","park","","","http://www.nycgovparks.org/parks/R024/","A charming park located in the vibrant neighborhood of Tompkinsville, right by the Staten Island Railway station and a short walk from the NYC Ferry terminal, offering a peaceful retreat with benches, trees, playgrounds, and a fountain.","","","Tompkinsville Park","pbf6aXrnmG9UfNVZPUHN","-74.076392","40.637438","","","",""
"park-blood-root-valley","park","","411 Rockland Avenue","http://www.nycgovparks.org/parks/R129/","A serene park in Staten Island with lush greenery and a tranquil stream, providing a picturesque escape from city life.","","","Blood Root Valley","pbftR6pDi0HTAFq1LsAR","-74.133931","40.59141","","","",""
"pops-325-fifth-avenue","pops","","","https://apops.mas.org/pops/M050109","A modern and inviting outdoor plaza located in the bustling Midtown Manhattan, providing a peaceful escape near the famous Empire State Building and Bryant Park.","","","325 Fifth Avenue","pc3gw08QWHobyotM4gDU","-73.98486","40.747329","[""drinking_fountain"",""seating"",""tables"",""bike_rack""]","","",""
"pops-alexandria-science-center","pops","","430 East 29 Street","https://apops.mas.org/pops/M060090","A vibrant public space in Manhattan featuring interactive exhibits and activities focused on science and technology, located near iconic landmarks.","","","Alexandria Science Center","pcSP1ZX22n4A0DxqMP5v","-73.974328","40.739922","","","",""
"park-james-j-walker-park","park","","410 Hudson Street","http://www.nycgovparks.org/parks/M038/","A historic and spacious green space featuring sports fields, a playground, shady tree-lined paths, and a rich history, offering a welcoming retreat for recreation and relaxation in the heart of the neighborhood.","","","James J Walker Park","peEthvvD5h5BQJWu736b","-74.006152","40.729799","","","",""
"plaza-gansevoort-plaza","plaza","","9th Avenue between Gansevoort Street & West 15th Street","","A bustling public space located at the intersection of 9th Avenue and West 15th Street in Manhattan's Meatpacking District, known for its vibrant atmosphere and community events.","","","Gansevoort Plaza","pf7uYXJOMEqMbzWoGOHp","-74.009632","40.739185","","","",""
"park-joseph-rodman-drake-park-enslaved-african-burial-ground","park","","","http://www.nycgovparks.org/parks/X015/","A public park in the Bronx neighborhood of Hunts Point, featuring a burial ground dedicated to enslaved Africans and offering a peaceful environment for contemplation.","","","Joseph Rodman Drake Park & Enslaved African Burial Ground","piGhXweh2qiOLM1rBkyd","-73.88253","40.810263","","","",""
"park-flower-door-garden","park","","143 Avenue C","","An intimate community garden nestled in Manhattan, boasting an array of beautiful flowers, a small pond, and hosting numerous locally organized events.","","","Flower Door Garden","piSB0ms4ZuLnfJJutTa6","-73.978434","40.725077","","","",""
"stp-1573-madison-ave","stp","","1573 Madison Ave","","The schoolyard at Central Park East I which is open to the public outside of school hours.","","","Central Park East I","pjb8V23NPpcPpg5kYsuP","-73.948124","40.793428","","","",""
"park-mcdonald-playground","park","","2099 Mc Donald Avenue","http://www.nycgovparks.org/parks/B244/","A recreational public space located in the Brooklyn borough of New York City, offering a playground, sports fields, and a spray shower for families and residents to enjoy outdoor activities.","","","McDonald Playground","pmCokOY4Dcs62R4QEOVd","-73.972101","40.60056","","","",""
"park-neighbors-of-vega-baja","park","","","http://www.nycgovparks.org/parks/M338/","A lively outdoor community space in the vibrant neighborhood of Vega Baja, providing a safe environment for gatherings and recreational activities.","","","Neighbors Of Vega Baja","ppWHBEugeAIntEXxB69U","-73.940241","40.791982","","","",""
"park-space-time-playground","park","","880 Underhill Avenue","http://www.nycgovparks.org/parks/X221/","An engaging playground in the Bronx featuring interactive elements themed around the concepts of space and time, meant to stimulate both physical activity and an interest in science.","","","Space-Time Playground","ppjnfUOVTV6cqQim1Eg8","-73.859998","40.822222","","","",""
"park-bradhurst-ave-garden","park","","","http://www.nycgovparks.org/parks/M333/","A peaceful community garden located in Harlem with colorful flowers, artistic murals, and a welcoming atmosphere for locals to gather.","","","Bradhurst Ave Garden","pqfRlyxmxQrj7tVc7kO8","-73.939326","40.827666","","","",""
"misc-albany-street-plaza","misc","","Greenwich Street and Albany Street","","A small yet inviting public space in Lower Manhattan, featuring seating areas, seasonal plantings, and open walkways that offer a quiet respite amid the city's bustling Financial District.","","","Albany Street Plaza","pqurb3RbVdzO8u5pTpBK","-74.013315","40.709406","","","",""
"park-wnyc-transmitter-park","park","","2 Kent Street","http://www.nycgovparks.org/parks/B385/","A waterfront park located in Greenpoint, Brooklyn, offering stunning views of the Manhattan skyline and the East River.","","","WNYC Transmitter Park","prWla0wWaoIi7DxUJXeH","-73.961991","40.729784","","","",""
"park-baybridge-green","park","","","http://www.nycgovparks.org/parks/Q387E/","A small sliver park just south of the Throggs Neck Bridge","","","Baybridge Green","prnRrPZdiZv38fJwZ5sd","-73.786205","40.785051","","","",""
"pops-two-penn-plazamadison-square-garden","pops","","2 Pennsylvania Plaza","https://apops.mas.org/pops/M050068","A bustling commercial and entertainment hub located near Penn Station and Herald Square in New York City, this public space is home to a famous sports and entertainment arena as well as various shops and restaurants.","","","Two Penn Plaza/Madison Square Garden","psXWH7aITxZxA235PGHT","-73.992132","40.749981","","","",""
"park-vernon-tandt-block-association","park","","200 Vernon Av","http://www.nycgovparks.org/parks/B494/","A community garden tucked away in the heart of Harlem, offering a peaceful oasis for residents of the Vernon Tandt Block Association to come together and enjoy nature in the midst of the bustling city.","","","Vernon Tandt Block Association","pvKW4lVap8RkohVF3H9T","-73.943945","40.694991","","","",""
"stp-145-01-119-ave","stp","","145-01 119 Ave.","","The schoolyard at P.S. 123 which is open to the public outside of school hours.","","","P.S. 123","pvdlF1UXsPjWU7x7elMX","-73.795667","40.679121","","","",""
"wpaa-brooklyn-bay-center-bjs-wholesale","wpaa","","Shore Parkway and 24th Avenue","https://waterfrontaccess.planning.nyc.gov/profiles/3110001","A large retail warehouse located near the waterfront in Brooklyn, offering a variety of goods in bulk for members.","","","Brooklyn Bay Center (BJs Wholesale)","pwVRaeEuB2IxqAajE7Z7","-73.998673","40.592287","","","",""
"park-graham-triangle","park","","The Bronx","http://www.nycgovparks.org/parks/X023/","A quaint triangular park nestled in Mott Haven, The Bronx, providing a serene escape with benches, trees, and a central sculpture.","","","Graham Triangle","pwog9ytuZ5nzjuWUQRf0","-73.927499","40.810684","","","[""track""]",""
"stp-2515-avenue-l","stp","","2515 Avenue L","","The schoolyard at P.S. 193 Gil Hodges which is open to the public outside of school hours.","","","P.S. 193 Gil Hodges","px4ziB68lSK6Q6MCwkLZ","-73.950385","40.622224","","","",""
"pops-alliance-capital","pops","","1345 Sixth Avenue","https://apops.mas.org/pops/M050021","A vibrant public space found in downtown Manhattan, neighboring well-known skyscrapers and shopping spots.","","","Alliance Capital","pz0qKuYKJPPTR8Ino1VA","-73.979254","40.763064","","","",""
"park-el-gallo-garden","park","","1895 Lexington Avenue","","A charming community garden located in the Upper East Side of NYC, offering a serene retreat with vibrant flora and peaceful surroundings.","","","El Gallo Garden","q1v82vpdXSERI5igVsoo","-73.94054","40.799709","","","",""
"pops-colonnade","pops","","347 West 57 Street","https://apops.mas.org/pops/M040002","A stunning outdoor plaza in the heart of Midtown Manhattan, featuring a series of elegant columns and a central fountain, providing a peaceful retreat for locals and visitors alike amidst the bustling urban landscape.","","","Colonnade","q71Nxq2n4c5hbUnqmzcc","-73.984574","40.767961","","","",""
"pops-flushing-commons","pops","","38-08 Union St, Flushing, NY 11354","https://apops.mas.org/pops/Q070001","A vibrant mixed-use development in a bustling urban area, featuring public plazas, landscaped gardens, commercial spaces, and residential units.","","","Flushing Commons","q8vMLTGMfdqNiYCHO2p9","-73.828297","40.761294","","","",""
"plaza-plaza-de-las-americas","plaza","","175th Street between Broadway & Wadsworth Ave","","A bustling public plaza situated in a lively neighborhood of New York City, known for its greenery, seating areas, and cultural events, attracting both locals and visitors alike.","","","Plaza de Las Americas","q9kJ13qOT0YDdmu5wLXr","-73.938108","40.846088","","","",""
"park-poppenhusen-park","park","","","http://www.nycgovparks.org/parks/Q042/","A charming public park located in College Point, Queens, featuring green spaces, playgrounds, and a historic bronze statue of a local figure.","","","Poppenhusen Park","qAzZlkJi394ScfjvmYmx","-73.845821","40.787861","","","",""
"stp-1600-webster-avenue","stp","","1600 Webster Avenue","","The schoolyard at I.S. 313 School of Leadership Development which is open to the public outside of school hours.","","","I.S. 313 School of Leadership Development","qB8Jxvvhm03yJoNFsf32","-73.904383","40.840053","","","",""
"misc-pier-66","misc","Hudson River Park","Hudson River Park","https://hudsonriverpark.org/locations/pier-66/","A waterfront public space situated along the Hudson River in New York City, providing picturesque views and a serene atmosphere for leisure and socializing.","","","Pier 66","qBMtSr2cJCR9K2B2XZug","-74.00936","40.752567","","","",""
"pops-499-park-avenue","pops","","","https://apops.mas.org/pops/M050005","A tranquil atrium oasis in the heart of Midtown Manhattan, close to Grand Central Terminal, providing a calming escape from the lively atmosphere of Park Avenue.","","","499 Park Avenue","qBwftJmfhGSFVPDHAFUI","-73.969605","40.76254","","","",""
"park-lozada-playground","park","","357 East 135 Street","http://www.nycgovparks.org/parks/X131/","A small playground located in the South Bronx, offering a space for locals to play basketball or enjoy the sunshine on the grassy area.","","","Lozada Playground","qCaDdVEYFq1Doux98Ed7","-73.924958","40.807952","","","",""
"park-wave-hill","park","","665 West 252 Street","http://www.nycgovparks.org/parks/X209/","A historic garden in the Riverdale neighborhood of the Bronx with breathtaking views of the Hudson River and the Palisades.","","","Wave Hill","qDxjoX36dEVWpL2Ahoch","-73.912435","40.898887","","","",""
"park-epiphany-playground","park","","437 Berry Street","http://www.nycgovparks.org/parks/B405/","A colorful and vibrant playground located in a bustling city neighborhood, providing a fun and safe space for families and children to enjoy outdoor activities.","","","Epiphany Playground","qHKi1L69NZOo6rgFjBV3","-73.965542","40.708559","","","",""
"park-rafferty-triangle","park","","","http://www.nycgovparks.org/parks/Q036A/","A small, tree-lined pedestrian plaza located in Queens, offering benches for relaxation and featuring a designated neighborhood green space.","","","Rafferty Triangle","qJjod6vZy7G3kDshmoOB","-73.943081","40.747512","","","",""
"park-hot-spot-tot-lot","park","","","http://www.nycgovparks.org/parks/B212/","A charming neighborhood playground in Brooklyn, offering fun-filled play structures, ample seating, and a kid-friendly atmosphere perfect for local families.","","","Hot Spot Tot Lot","qJuH7IntneMkP30IPVGA","-73.956666","40.631109","[]","","[]","[]"
"park-siedenburg-park","park","","","http://www.nycgovparks.org/parks/R121/","An medium sized nature area situated in Staten Island.","","","Siedenburg Park","qJurYXbgBTmUt6kyboP0","-74.14427","40.556142","","","",""
"misc-chelsea-waterside-park","misc","Hudson River Park","Hudson River Park","https://hudsonriverpark.org/locations/chelsea-waterside/","A serene waterfront park nestled along the Hudson River in Chelsea, providing picturesque skyline views and a tranquil retreat from city life.","","","Chelsea Waterside Park","qK1yUUGhIkSXOXC6ZTSE","-74.007502","40.749346","","","",""
"park-big-red-garden","park","","436 Van Siclen Avenue","http://www.nycgovparks.org/parks/B446/","A serene garden located at 436 Van Siclen Avenue, offering a peaceful retreat with lush greenery and stunning art installations.","","","Big Red Garden","qK6TNIi2n3G49dyQbhCR","-73.889584","40.668735","","","",""
"park-madison-square-park","park","","2 Madison Avenue","http://www.nycgovparks.org/parks/M052/","A historic and vibrant public space located in the Flatiron District of Manhattan, providing a peaceful oasis with well-manicured gardens and cultural events.","","","Madison Square Park","qQwC8TicRLd2nokDLOVM","-73.987969","40.742205","","","",""
"stp-1400-needham-avenue","stp","","1400 Needham Avenue","","The schoolyard at P.S. 078 Anne Hutchinson which is open to the public outside of school hours.","","","P.S. 078 Anne Hutchinson","qR04ll7sxEeEpfpJr3Wn","-73.85075","40.878326","","","",""
"pops-sendero-verde","pops","","60 East 112 Street","https://apops.mas.org/pops/M110003","A vibrant public space in East Harlem featuring lush greenery, seating areas, and public art installations, serving as a community hub for residents and visitors.","","","Sendero Verde","qT2SZf8LM2N9VDmT9MRg","-73.946059","40.796772","","","",""
"park-duane-park","park","","","http://www.nycgovparks.org/parks/M025/","A quaint park nestled in the Tribeca neighborhood of Manhattan, providing a serene retreat amidst historic architecture and fashionable eateries.","","","Duane Park","qTHGIdX4tMy7JvP56Dyl","-74.009367","40.717174","","","",""
"park-morgan-playground","park","","1241 Park Avenue","http://www.nycgovparks.org/parks/X206/","A recreational area in the Washington Heights neighborhood of New York City featuring a playground and green space for families to enjoy.","","","Morgan Playground","qVKaFdcs8e9oeVXzeUTA","-73.907435","40.832274","","","",""
"park-captain-william-harry-thompson-playground","park","","","http://www.nycgovparks.org/parks/X159/","A bustling, family-friendly space located in the Bronx, known for its vibrant playgrounds, basketball courts, and green areas, dedicated to a decorated WWII hero.","","","Captain William Harry Thompson Playground","qW8VVqzJT3cqKQLXT6Zi","-73.877765","40.834349","","","",""
"park-risse-street-park","park","","100 Van Cortlandt Park E","http://www.nycgovparks.org/parks/X335/","A hidden gem park in the heart of a bustling city, featuring benches, trees, and a vibrant play area for kids.","","","Risse Street Park","qX8tXZdW0MvFYidiB1Rm","-73.885286","40.878565","","","",""
"pops-architects-and-designers","pops","","150 East 58 Street","https://apops.mas.org/pops/M060035","A bit of extra sidewalk space featuring an Art Deco-styled façade at the building entrance, complemented by planters and a geometric paving pattern, adding visual interest to the area.","","","Architects and Designers","qXYmo9cqRfFmd5oQ9Bv5","-73.967924","40.761036","","","",""
"pops-17-battery-place","pops","","","https://apops.mas.org/pops/M010042","A riverside promenade in the Financial District of Manhattan, offering scenic views of the Hudson River.","","","17 Battery Place","qZhAsCiqZJw9SYtRUSCF","-74.015837","40.7056","","","",""
"pops-evans-tower","pops","","171 East 84 Street","https://apops.mas.org/pops/M080039","A distinctive architectural landmark on Manhattan's Upper East Side, this public space offers stunning views of the surrounding neighborhood.","","","Evans Tower","qagUG5HjXJhX4YYGEdP0","-73.955231","40.777876","","","",""
"park-red-gate-garden","park","","604-606 Marcy Avenue","http://www.nycgovparks.org/parks/B488/","A tranquil, beautifully landscaped community garden located in the heart of Brooklyn, offering a serene escape from the bustling city streets.","","","Red Gate Garden","qbsoYU24UYdTVv86QU1J","-73.949183","40.693722","","","",""
"park-ramon-aponte-park","park","","","http://www.nycgovparks.org/parks/M288/","A small neighborhood playground in Manhattan’s Hell’s Kitchen featuring play equipment, seating areas, and murals that celebrate local community spirit.","","","Ramon Aponte Park","qezqtXoOp9o7e0rTpDev","-73.989351","40.761448","","","",""
"park-ravenswood-playground","park","","34-00 21 Street","http://www.nycgovparks.org/parks/Q333/","A neighborhood park situated in Long Island City near the East River, providing a space for recreational activities and relaxation for residents and visitors alike.","","","Ravenswood Playground","qfcRmUMl61F1qW4MIntO","-73.935343","40.762608","","","",""
"park-castle-hill-park","park","","","http://www.nycgovparks.org/parks/X007/","A park located in the Bronx neighborhood of Castle Hill offering scenic views of the surrounding area.","","","Castle Hill Park","qkgRS0sRgp9EkDiBzntP","-73.847503","40.811903","","","",""
"park-rainbow-garden","park","","379-383 East 159 Street","http://www.nycgovparks.org/parks/X317/","A vibrant and colorful community garden located in the heart of the Bronx, offering a peaceful oasis for visitors to enjoy nature in an urban setting.","","","Rainbow Garden","qoznS99sllMMWP3N4d5u","-73.914987","40.82332","","","",""
"park-astoria-health-playground","park","","38-16 14 Street","http://www.nycgovparks.org/parks/Q123/","A playground located in Astoria, NYC, near the corner of 14th Street, providing a space for community members to engage in recreational activities and promote physical wellness.","","","Astoria Health Playground","qppVAuP3dSAOcRPaNtHM","-73.932671","40.767938","","","",""
"park-two-coves-community-garden","park","","8-00 Astoria Boulevard","http://www.nycgovparks.org/parks/Q477/","An urban oasis in Queens, this community garden offers local residents a green retreat with garden beds, educational opportunities, and a unique sense of community cohesion.","","","Two Coves Community Garden","qsPQSb1DHLKSLHaFkHTh","-73.932024","40.772287","","","",""
"stp-5301-20th-ave","stp","","5301 20th Ave.","","The schoolyard at P.S. 121 Nelson A. Rockefeller which is open to the public outside of school hours.","","","P.S. 121 Nelson A. Rockefeller","quGlbnT8mfMx3Tu8sv0X","-73.978227","40.622505","","","",""
"park-angie-lee-gonzales-garden","park","","1768 Bryant Avenue","http://www.nycgovparks.org/parks/X339/","A luscious green oasis in the Bronx, offering residents and visitors a peaceful retreat with vibrant plant beds and rows of shade-providing trees.","","","Angie Lee Gonzales Garden","qwWaPEO80Og28LYp2QZr","-73.884667","40.836681","","","",""
"park-triborough-bridge-playground-b","park","","","http://www.nycgovparks.org/parks/Q066B/","Part of the Triborough Bridge Playgrounds, a series of recreational spaces developed in conjunction with the construction of the Triborough Bridge (now the Robert F. Kennedy Bridge) in the 1930s. These playgrounds were designed to provide community amenities beneath and around the bridge's approaches.","","","Triborough Bridge Playground B","qyoNofXrWfu0L5Q555UM","-73.923071","40.774619","","","",""
"pops-733-park-avenue","pops","","","https://apops.mas.org/pops/M080006","A tranquil garden retreat in the Upper East Side neighborhood of New York City, this historic church offers a peaceful escape from the bustling city streets. No actual seating.","","","733 Park Avenuez","r081lUIdn9rY6P3dNo7C","-73.964131","40.770095","","","","[""scenic_views"",""planters""]"
"stp-130-02-115th-avenue","stp","","130-02 115th Avenue","","The schoolyard at P.S. 155 which is open to the public outside of school hours.","","","P.S. 155","r3onb9Tp2M08ouaxGoXM","-73.809961","40.67901","","","",""
"pops-morgan-stanley-building","pops","","1585 Broadway","https://apops.mas.org/pops/M050104","A public space in Midtown Manhattan with a sunken plaza, cascading waterfalls, and seating areas for all to enjoy.","","","Morgan Stanley Building","r3yndQGb6XPjfWJ2JBsW","-73.985507","40.759977","","","",""
"park-nameoke-park","park","","20-06 Nameoke Avenue","","A neighborhood park located in Queens, New York, offering a playground, sports fields, and picnic areas for local residents.","","","Nameoke Park","r7BippcRdbTk5BQpQmuC","-73.750829","40.607257","","","",""
"park-fred-samuel-playground","park","","","http://www.nycgovparks.org/parks/M160/","A community space in Harlem with playgrounds, basketball courts, and handball courts near the historic Abyssinian Baptist Church.","","","Fred Samuel Playground","r7CRyNivFACicf8ZFV2S","-73.939237","40.817156","","","",""
"pops-marmara-manhattan","pops","","301 East 94 Street","https://apops.mas.org/pops/M080085","A peaceful oasis surrounded by greenery in the Upper East Side, providing residents with a serene retreat from the bustling city life.","","","Marmara Manhattan","r7Qy9a2Qpd3wROMXlBKt","-73.947598","40.782975","","","",""
"stp-108-10-109-ave","stp","","108-10 109 Ave.","","The schoolyard at P.S. 108 Captain Vincent G. Fowler which is open to the public outside of school hours.","","","P.S. 108 Captain Vincent G. Fowler","r8VGRGzp0nmXEwGCq1of","-73.831012","40.678877","","","",""
